Accident_Index;longitude;latitude;Police_Force;Accident_Severity;Number_of_Vehicles;Number_of_Casualties;Day_of_Week;Time;Local_Authority_(District);Local_Authority_(Highway);1st_Road_Class;1st_Road_Number;Road_Type;Speed_limit;Junction_Detail;Junction_Control;2nd_Road_Class;2nd_Road_Number;Pedestrian_Crossing-Human_Control;Pedestrian_Crossing-Physical_Facilities;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Special_Conditions_at_Site;Carriageway_Hazards;Urban_or_Rural_Area;Did_Police_Officer_Attend_Scene_of_Accident;LSOA_of_Accident_Location;Date
43578;7.721.080.697;2.861.256.081;6;3;3;3;2;21:20;100;E08000001;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004883;27/06/2018
43579;7.728.589.466;2.866.320.527;6;3;2;1;2;15:40;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;3;0;1;1;E01004877;27/06/2018
43580;7.714.247.804;2.866.816.568;6;3;2;1;3;08:10;100;E08000001;3;6027;3;50;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004775;28/06/2018
43581;7.719.521.696;2.868.754.216;6;3;1;1;5;16:00;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004838;30/06/2018
43582;770.718.173;2.856.185.976;6;3;3;1;4;11:35;100;E08000001;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004793;29/06/2018
43583;7.726.192.357;2.872.727.076;6;2;2;1;3;15:55;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004835;28/06/2018
43584;7.714.597.256;285.571.277;6;3;2;1;4;21:00;100;E08000001;4;6226;6;60;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004840;29/06/2018
43585;7.707.678.286;2.862.629.499;6;2;1;1;6;15:30;100;E08000001;3;676;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;1;E01004836;01/07/2018
43586;7.733.313.651;2.863.197.487;6;3;2;1;6;16:50;100;E08000001;3;579;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004854;01/07/2018
43587;7.723.355.282;2.859.386.838;6;3;2;1;1;21:50;100;E08000001;3;670;6;30;0;-1;-1;0;0;0;4;2;2;6;0;1;1;E01004927;03/07/2018
43588;7.728.566.422;2.860.351.821;6;3;2;2;5;11:30;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004811;16/06/2018
43589;7.708.614.609;286.505.875;6;3;1;1;4;20:50;100;E08000001;3;6073;3;30;9;4;3;6053;0;5;1;1;1;0;0;1;1;E01004814;29/06/2018
43590;7.708.556.742;287.037.741;6;3;1;1;7;01:55;100;E08000001;3;6053;6;30;9;3;6;0;0;0;4;2;2;0;0;1;1;E01004859;02/07/2018
43591;7.717.867.283;2.861.823.239;6;2;2;4;6;13:15;100;E08000001;3;676;6;60;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004789;24/06/2018
43592;7.733.299.585;2.872.330.233;6;3;2;2;4;16:15;100;E08000001;3;58;3;70;1;4;3;6;0;0;1;1;1;0;0;2;1;E01004891;29/06/2018
43593;7.722.050.949;2.871.801.405;6;3;3;1;5;17:20;100;E08000001;3;6099;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004820;30/06/2018
43594;7.708.168.397;2.858.188.453;6;3;2;2;5;20:55;100;E08000001;6;0;6;30;9;4;3;575;0;0;1;1;1;0;0;1;1;E01004857;30/06/2018
43595;773.362.903;2.872.659.039;6;3;2;1;4;17:30;100;E08000001;3;58;6;30;9;2;3;58;0;0;1;1;1;0;0;1;2;E01004938;29/06/2018
43596;7.736.728.537;2.868.219.266;6;3;1;1;2;18:35;100;E08000001;6;0;6;30;6;4;6;0;0;0;1;2;2;0;0;1;2;E01004813;04/07/2018
43597;7.718.357.389;2.859.237.542;6;3;2;1;2;07:50;100;E08000001;4;6206;6;30;9;4;6;0;0;0;1;2;2;0;0;1;1;E01004821;04/07/2018
43598;7.731.619.981;2.865.114.754;6;3;4;2;2;18:20;100;E08000001;6;0;3;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004816;04/07/2018
43599;772.810.064;2.865.268.365;6;3;3;1;4;14:35;100;E08000001;3;579;3;30;6;2;4;6536;0;0;1;1;1;0;0;1;1;E01004848;22/06/2018
43600;7.716.461.248;2.861.878.317;6;3;1;2;2;20:15;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;2;0;0;1;1;E01004836;04/07/2018
43601;7.730.811.667;2.872.412.491;6;3;2;1;2;16:30;100;E08000001;6;0;6;30;3;2;6;0;0;0;1;1;1;0;0;1;2;E01004848;04/07/2018
43602;7.708.097.251;2.855.984.893;6;3;2;1;2;20:40;100;E08000001;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004812;04/07/2018
43603;772.416.295;2.867.122.422;6;3;2;2;1;20:25;100;E08000001;3;6;6;60;6;2;4;5238;0;0;1;2;2;0;0;2;1;E01004783;03/07/2018
43604;7.733.246.795;2.863.580.306;6;3;2;2;2;17:04;100;E08000001;4;6202;6;30;9;4;6;0;0;0;1;2;2;6;0;1;1;E01004845;04/07/2018
43605;772.390.458;2.860.924.863;6;3;2;1;2;12:30;100;E08000001;3;579;6;30;3;4;4;6208;0;0;1;1;2;0;0;1;1;E01004932;04/07/2018
43606;7.715.224.858;2.866.889.441;6;3;2;1;3;16:50;100;E08000001;3;579;6;30;3;2;3;58;0;0;1;1;2;0;0;1;1;E01004931;05/07/2018
43607;7.707.504.708;2.871.053.205;6;3;1;1;4;18:20;100;E08000001;3;58;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01004939;06/07/2018
43608;7.730.966.553;2.858.197.516;6;3;2;1;6;10:40;100;E08000001;3;58;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004893;08/07/2018
43609;7.724.775.672;2.868.827.078;6;3;2;2;6;19:20;100;E08000001;3;5082;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004862;08/07/2018
43610;7.732.331.931;2.870.700.899;6;3;1;1;7;20:25;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004773;09/07/2018
43611;7.733.148.305;2.862.869.998;6;2;2;1;5;18:00;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004922;23/06/2018
43612;7.717.895.936;286.151.094;6;3;2;1;6;08:00;100;E08000001;3;58;3;40;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004767;08/07/2018
43613;773.150.981;286.918.411;6;3;2;2;1;19:00;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004856;03/07/2018
43614;7.719.701.239;2.853.934.696;6;3;2;2;7;18:00;100;E08000001;4;6203;6;30;3;2;4;6202;0;5;1;1;1;0;0;1;1;E01004821;09/07/2018
43615;7.712.917.376;2.860.026.244;6;3;1;1;5;15:26;100;E08000001;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004864;07/07/2018
43616;7.722.830.981;2.866.201.805;6;3;2;3;6;14:30;100;E08000001;3;579;3;30;6;2;3;666;0;0;1;1;1;0;0;1;1;E01004817;08/07/2018
43617;772.072.026;2.864.797.613;6;2;1;1;6;08:35;100;E08000001;3;58;6;40;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004802;08/07/2018
43618;7.722.857.526;2.872.552.783;6;3;2;1;6;20:35;100;E08000001;3;666;6;30;3;2;6;0;0;0;1;1;1;0;0;1;1;E01004825;08/07/2018
43619;7.712.852.557;285.324.384;6;2;2;1;7;15:15;100;E08000001;3;666;6;30;0;-1;-1;0;0;8;1;1;1;0;0;1;1;E01004804;09/07/2018
43620;7.733.560.806;2.867.777.968;6;3;1;1;1;02:00;100;E08000001;3;575;6;30;3;4;6;0;0;4;4;1;1;0;0;1;1;E01004817;10/07/2018
43621;7.709.654.502;28.641.604;6;3;2;1;1;12:00;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004843;10/07/2018
43622;7.713.083.017;2.853.648.461;6;3;1;1;3;18:30;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004934;12/07/2018
43623;7.734.377.647;2.853.721.868;6;3;2;1;3;07:00;100;E08000001;6;0;6;30;6;2;3;579;0;0;1;1;1;0;0;1;1;E01004830;05/07/2018
43624;7.730.147.722;2.860.121.216;6;3;1;1;1;12:45;100;E08000001;4;6226;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004922;10/07/2018
43625;7.735.655.172;2.864.719.718;6;3;1;1;2;13:55;100;E08000001;3;676;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004926;11/07/2018
43626;7.724.235.246;2.865.452.685;6;3;2;1;3;11:35;100;E08000001;3;666;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004824;12/07/2018
43627;7.711.637.622;2.863.516.056;6;3;1;1;4;18:10;100;E08000001;3;579;3;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004848;13/07/2018
43628;772.840.014;2.860.212.482;6;3;1;1;5;15:10;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004878;14/07/2018
43629;7.732.235.336;2.869.772.522;6;3;2;4;1;18:39;100;E08000001;3;6;6;30;6;2;4;5238;0;0;1;1;1;0;0;2;1;E01004780;10/07/2018
43630;7.731.172.684;2.865.352.882;6;3;2;4;1;16:15;100;E08000001;3;676;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004790;10/07/2018
43631;7.736.840.401;2.867.047.203;6;3;2;1;4;21:00;100;E08000001;6;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01004823;13/07/2018
43632;7.706.605.139;2.854.343.873;6;2;1;1;5;03:50;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004848;14/07/2018
43633;7.713.895.462;2.867.087.753;6;2;2;1;1;17:30;100;E08000001;3;676;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004850;17/07/2018
43634;772.888.154;2.869.368.724;6;3;2;1;3;07:40;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;2;2;0;0;1;2;E01004828;19/07/2018
43635;7.728.828.652;286.881.001;6;2;2;1;7;20:00;100;E08000001;3;673;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004781;16/07/2018
43636;7.706.336.203;2.870.621.161;6;3;1;1;7;19:58;100;E08000001;6;0;6;20;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004921;16/07/2018
43637;7.732.104.543;2.872.547.962;6;3;1;1;7;19:30;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;2;1;2;E01004784;16/07/2018
43638;7.707.386.611;2.858.125.731;6;2;2;1;6;23:45;100;E08000001;3;579;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004851;15/07/2018
43639;7.712.392.629;2.858.295.174;6;3;1;1;4;17:45;100;E08000001;3;676;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004927;13/07/2018
43640;771.712.973;2.861.591.707;6;3;2;1;2;11:40;100;E08000001;3;676;3;30;9;4;6;0;0;4;1;1;1;0;0;1;2;E01004821;18/07/2018
43641;7.707.893.242;2.871.262.972;6;2;1;2;5;22:14;100;E08000001;3;58;3;30;6;2;3;666;0;5;4;1;1;0;0;1;1;E01004766;21/07/2018
43642;7.731.931.521;2.859.738.811;6;2;2;1;6;09:00;100;E08000001;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;2;1;E01004934;15/07/2018
43643;7.715.919.826;285.899.475;6;3;2;2;1;15:45;100;E08000001;3;673;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004821;17/07/2018
43644;7.725.072.198;2.869.577;6;3;3;1;2;16:30;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004929;18/07/2018
43645;7.725.405.749;2.856.568.082;6;3;1;2;5;22:30;100;E08000001;4;5235;6;40;9;4;5;0;0;0;4;1;1;0;2;1;1;E01004935;21/07/2018
43646;7.730.069.492;2.871.312.753;6;3;1;1;5;08:25;100;E08000001;3;58;3;30;3;4;6;0;0;4;1;1;1;0;0;1;2;E01004864;21/07/2018
43647;7.732.195.624;2.856.503.894;6;3;1;1;7;00:05;100;E08000001;4;6209;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01004821;23/07/2018
43648;7.727.150.648;2.867.104.274;6;3;2;1;3;22:20;100;E08000001;3;58;1;70;1;4;1;61;0;0;4;1;1;0;0;2;1;E01004891;19/07/2018
43649;7.737.034.357;2.866.546.975;6;3;3;1;6;08:58;100;E08000001;5;0;3;30;3;2;6;0;0;8;1;1;1;0;0;1;2;E01004775;22/07/2018
43650;7.712.208.339;2.864.468.495;6;3;2;2;1;22:20;100;E08000001;6;0;6;30;3;4;6;0;0;0;4;2;2;0;0;1;1;E01004838;24/07/2018
43651;7.706.889.263;2.860.949.513;6;3;2;1;4;14:05;100;E08000001;6;0;6;30;3;4;4;6206;0;0;1;1;1;0;0;1;2;E01004821;13/07/2018
43652;7.716.535.966;285.848.688;6;3;1;1;3;14:25;100;E08000001;3;676;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004821;19/07/2018
43653;7.708.247.627;2.856.012.561;6;3;1;1;6;15:30;100;E08000001;3;579;6;30;6;2;6;0;0;0;1;1;1;0;0;1;2;E01004830;22/07/2018
43654;7.717.070.835;2.865.572.711;6;2;1;1;6;21:50;100;E08000001;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004920;22/07/2018
43655;7.726.020.684;2.861.486.433;6;3;2;1;3;12:20;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004849;26/07/2018
43656;7.707.980.181;2.869.311.256;6;3;2;1;3;13:45;100;E08000001;3;673;1;30;1;4;3;6027;0;0;1;1;1;0;0;1;1;E01004781;26/07/2018
43657;7.729.475.849;2.872.273.102;6;3;1;1;4;14:30;100;E08000001;4;6226;6;30;3;2;6;0;0;4;1;1;1;0;0;1;2;E01004881;27/07/2018
43658;7.726.787.614;2.860.177.141;6;3;1;1;2;14:30;100;E08000001;4;6226;6;30;6;2;5;0;0;4;1;1;1;0;0;1;2;E01004890;25/07/2018
43659;772.586.528;2.872.213.332;6;3;2;3;6;02:30;100;E08000001;3;575;6;30;0;-1;-1;0;0;4;4;2;2;0;0;1;1;E01004848;29/07/2018
43660;7.719.920.009;2.853.238.848;6;3;2;1;7;15:45;100;E08000001;3;579;3;30;3;2;6;0;0;4;1;1;1;0;0;1;2;E01004848;30/07/2018
43661;7.736.945.052;2.869.897.175;6;3;2;2;7;18:00;100;E08000001;5;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004870;30/07/2018
43662;7.716.200.971;2.867.598.452;6;3;2;3;4;13:10;100;E08000001;3;6099;3;30;9;4;3;666;0;0;1;1;1;0;0;1;1;E01004822;27/07/2018
43663;7.725.738.866;2.864.928.161;6;3;2;2;5;16:40;100;E08000001;6;0;6;60;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004884;21/07/2018
43664;7.726.405.685;2.870.033.425;6;3;2;1;2;16:40;100;E08000001;3;673;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004821;25/07/2018
43665;7.724.112.653;2.864.247.145;6;3;2;1;3;19:20;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004920;26/07/2018
43666;770.913.154;2.870.200.715;6;3;2;1;5;16:10;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;8;1;0;0;1;1;E01004848;28/07/2018
43667;7.708.732.446;2.854.448.213;6;2;2;1;5;17:00;100;E08000001;3;673;6;30;3;4;6;0;0;0;1;1;2;0;0;1;1;E01004886;28/07/2018
43668;7.724.424.455;2.857.584.817;6;3;3;1;5;15:15;100;E08000001;3;666;6;30;3;2;6;0;0;5;1;2;2;0;0;1;2;E01004822;28/07/2018
43669;7.709.094.763;2.869.469.561;6;3;2;4;6;04:25;100;E08000001;3;58;6;30;6;2;5;0;0;5;1;2;2;0;0;1;2;E01004930;29/07/2018
43670;7.723.659.381;2.853.780.202;6;3;2;1;1;20:30;100;E08000001;6;0;9;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004931;31/07/2018
43671;7.711.366.997;2.869.255.602;6;3;1;1;5;12:50;100;E08000001;3;675;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01004774;28/07/2018
43672;7.717.544.452;2.867.592.317;6;3;2;1;6;18:15;100;E08000001;3;579;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004830;29/07/2018
43673;7.719.525.301;2.870.620.072;6;3;2;1;6;13:55;100;E08000001;5;0;6;60;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004768;29/07/2018
43674;7.709.611.061;2.869.441.741;6;3;2;1;6;21:30;100;E08000001;3;579;6;30;0;-1;-1;0;0;0;4;1;2;0;0;1;1;E01004854;29/07/2018
43675;7.707.566.491;2.858.990.712;6;3;2;1;3;11:20;100;E08000001;3;579;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004851;02/08/2018
43676;7.711.212.687;2.867.104.068;6;2;3;1;1;17:25;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004811;31/07/2018
43677;7.721.707.849;286.768.959;6;3;2;1;4;17:10;100;E08000001;3;676;1;40;1;4;1;61;0;0;1;1;1;0;0;2;1;E01004891;03/08/2018
43678;7.713.233.189;2.872.342.373;6;3;2;1;6;12:25;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004866;05/08/2018
43679;7.723.970.621;2.869.244.722;6;3;2;1;4;16:20;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004861;03/08/2018
43680;7.711.366.883;2.866.163.495;6;3;2;1;6;04:54;100;E08000001;4;6536;3;30;9;2;3;6073;0;0;1;2;2;0;0;1;1;E01004814;05/08/2018
43681;7.724.498.278;2.855.973.464;6;3;2;1;5;15:30;100;E08000001;6;0;3;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01004838;28/07/2018
43682;7.733.672.436;2.861.184.988;6;3;2;1;4;15:05;100;E08000001;3;6;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004898;03/08/2018
43683;7.733.987.456;2.860.192.129;6;3;2;1;6;08:50;100;E08000001;3;58;3;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004893;05/08/2018
43684;7.711.414.515;2.867.126.135;6;3;2;2;6;13:00;100;E08000001;4;6536;6;30;3;2;6;0;0;0;1;1;1;0;0;1;2;E01004817;29/07/2018
43685;7.714.555.069;2.864.570.435;6;3;2;1;4;13:35;100;E08000001;4;6536;3;30;9;2;3;6053;0;4;1;1;1;0;0;1;2;E01004814;03/08/2018
43686;7.712.321.242;2.867.403.158;6;2;2;1;7;16:41;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004866;06/08/2018
43687;773.388.508;2.857.463.557;6;2;2;1;7;11:15;100;E08000001;6;0;9;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004789;06/08/2018
43688;7.714.560.764;2.872.779.961;6;3;4;2;4;19:20;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004880;10/08/2018
43689;7.736.883.374;2.865.515.419;6;3;2;1;1;15:20;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004852;31/07/2018
43690;7.725.293.843;2.864.337.846;6;3;3;1;2;09:25;100;E08000001;4;5236;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004776;08/08/2018
43691;7.736.562.122;2.862.042.672;6;3;3;1;1;12:05;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004796;07/08/2018
43692;7.721.951.432;2.857.462.688;6;3;2;1;1;14:35;100;E08000001;3;58;3;40;6;2;3;666;0;0;1;1;1;0;0;1;1;E01004766;07/08/2018
43693;771.143.134;2.871.971.069;6;3;1;1;4;08:45;100;E08000001;5;0;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;2;E01004880;10/08/2018
43694;7.733.468.418;2.862.134.817;6;3;2;6;5;12:10;100;E08000001;3;666;6;30;6;2;3;673;0;5;1;1;1;0;0;1;2;E01004821;11/08/2018
43695;7.723.265.232;2.861.719.917;6;2;1;1;3;17:30;100;E08000001;3;6;6;40;3;4;6;0;0;8;1;1;1;0;0;1;1;E01004898;09/08/2018
43696;7.707.411.693;2.865.659.053;6;3;2;1;5;21:45;100;E08000001;3;6053;6;30;3;4;6;0;0;0;4;1;1;0;0;1;2;E01004906;11/08/2018
43697;7.731.076.737;2.861.849.747;6;3;2;1;6;09:35;100;E08000001;6;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;2;E01004928;12/08/2018
43698;7.723.528.283;2.861.309.095;6;3;4;1;4;16:28;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004798;10/08/2018
43699;7.713.957.204;285.590.017;6;3;2;5;6;02:35;100;E08000001;3;666;3;30;6;2;6;0;0;0;4;1;1;0;0;1;1;E01004821;22/07/2018
43700;771.834.735;2.859.462.795;6;3;2;2;1;12:35;100;E08000001;3;58;1;30;1;4;3;6;0;0;1;1;1;0;0;2;2;E01004891;07/08/2018
43701;7.709.355.068;2.872.583.202;6;3;2;1;6;21:21;100;E08000001;3;6053;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004912;12/08/2018
43702;7.734.150.402;2.864.372.592;6;3;2;1;4;18:51;100;E08000001;3;58;3;30;6;2;3;666;0;5;1;1;1;0;0;1;1;E01004766;17/08/2018
43703;7.717.698.643;2.864.916.132;6;3;2;2;4;12:30;100;E08000001;4;6536;7;30;5;4;3;666;0;0;1;1;1;0;0;1;2;E01004814;13/07/2018
43704;7.706.462.206;2.869.106.392;6;3;2;1;4;08:50;100;E08000001;3;673;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004870;10/08/2018
43705;7.712.038.232;2.859.815.707;6;2;2;1;5;13:00;100;E08000001;4;6226;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004884;11/08/2018
43706;7.706.174.239;2.865.496.422;6;3;2;1;6;00:07;100;E08000001;5;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01004815;12/08/2018
43707;7.724.406.172;2.863.881.301;6;3;2;2;6;13:30;100;E08000001;4;6209;6;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004819;12/08/2018
43708;7.728.858.836;2.855.353.952;6;3;3;1;6;14:30;100;E08000001;3;666;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004824;12/08/2018
43709;77.287.754;2.867.011.852;6;2;2;1;7;15:00;100;E08000001;3;579;6;30;6;4;6;0;0;0;1;1;2;0;0;1;1;E01004831;13/08/2018
43710;7.718.510.103;2.856.345.635;6;3;2;1;1;01:35;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004847;14/08/2018
43711;7.712.025.471;2.858.181.341;6;1;2;1;1;11:28;100;E08000001;3;675;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004768;14/08/2018
43712;7.721.207.368;2.862.829.832;6;3;1;1;4;17:20;100;E08000001;3;676;6;30;6;4;6;0;0;0;1;1;1;0;0;1;2;E01004929;17/08/2018
43713;7.737.040.416;2.860.244.321;6;3;2;1;5;11:30;100;E08000001;6;0;6;20;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004785;18/08/2018
43714;7.715.110.427;2.856.444.343;6;3;1;1;5;17:10;100;E08000001;6;0;3;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004793;18/08/2018
43715;7.732.684.996;2.858.238.083;6;3;1;1;3;14:45;100;E08000001;3;579;6;30;3;3;6;0;0;4;1;1;1;0;0;1;1;E01004932;16/08/2018
43716;7.725.192.151;2.857.152.961;6;2;1;1;2;16:20;100;E08000001;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004924;01/08/2018
43717;7.713.281.613;287.032.776;6;3;2;1;5;09:40;100;E08000001;3;6027;3;50;1;4;1;61;0;0;1;1;1;4;0;2;1;E01004775;18/08/2018
43718;7.708.486.193;2.864.398.244;6;3;2;2;2;09:14;100;E08000001;6;0;9;30;0;-1;-1;0;0;0;1;9;1;0;0;1;2;E01004835;22/08/2018
43719;7.733.252.233;2.860.452.711;6;3;3;1;2;08:00;100;E08000001;3;666;6;30;6;2;6;0;0;4;1;2;2;0;0;1;1;E01004824;22/08/2018
43720;7.721.038.563;286.297.997;6;3;3;1;5;15:53;100;E08000001;5;0;3;30;7;2;3;6027;0;4;1;1;1;0;0;1;2;E01004781;18/08/2018
43721;7.733.273.673;2.860.544.211;6;3;2;2;4;16:30;100;E08000001;3;667;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004905;17/08/2018
43722;7.734.100.285;2.870.795.316;6;3;1;1;6;12:20;100;E08000001;4;5236;3;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004936;26/08/2018
43723;7.733.402.933;2.860.917.527;6;3;2;1;6;17:05;100;E08000001;6;0;6;30;6;4;6;0;0;0;1;1;2;3;0;1;1;E01004845;26/08/2018
43724;7.726.756.359;2.863.707.175;6;3;2;1;3;13:45;100;E08000001;3;579;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004818;16/08/2018
43725;7.706.031.947;28.596.661;6;3;3;1;6;11:10;100;E08000001;3;575;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01004859;19/08/2018
43726;7.735.740.631;2.856.097.307;6;3;2;1;7;17:30;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004801;20/08/2018
43727;7.724.602.995;2.863.831.138;6;2;1;1;7;12:10;100;E08000001;3;676;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;1;E01004821;20/08/2018
43728;7.733.636.746;2.870.745.086;6;2;1;1;7;21:10;100;E08000001;6;0;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01004813;20/08/2018
43729;7.731.778.342;2.869.070.185;6;3;1;1;1;22:04;100;E08000001;3;676;6;30;3;4;6;0;0;0;4;2;2;0;0;1;1;E01004929;21/08/2018
43730;7.710.008.521;2.870.321.059;6;3;1;1;4;16:45;100;E08000001;3;5082;6;30;6;2;3;575;0;0;1;1;1;0;0;1;1;E01004863;24/08/2018
43731;7.706.944.375;2.856.127.394;6;3;2;1;4;19:10;100;E08000001;6;0;9;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004818;24/08/2018
43732;7.717.078.685;2.857.188.915;6;3;2;2;5;17:55;100;E08000001;5;0;6;30;6;2;6;0;0;0;1;1;2;0;0;1;2;E01004816;25/08/2018
43733;7.733.080.071;2.870.569.343;6;3;1;2;1;23:45;100;E08000001;3;58;3;30;6;4;6;0;0;0;4;1;1;0;0;2;2;E01004864;28/08/2018
43734;7.728.407.526;2.853.605.875;6;3;1;1;3;11:00;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01004829;30/08/2018
43735;771.174.986;2.860.634.489;6;3;2;1;4;08:30;100;E08000001;3;673;9;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004821;31/08/2018
